feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f334_q3,"Honestly, there was nothing I disliked at all.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f334_q4,keep it up,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f335_q1,Nothing much (all is well),What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f335_q2,given examples,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f335_q3,Maybe the only issue is that I wanted more challenges.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f335_q4,All goods,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f336_q1,"Nothing, really. Sir Ceed is already doing great! (Goated Master)",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f336_q2,The classes were on time and some were dismissed like 30 minutes early.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f336_q3,There isn’t anything bad to say about the teaching.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f336_q4,All goods,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f337_q1,"Nothing, because she teaches very well",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f337_q2,Additional information and lab activities.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f337_q3,The only thing was I wanted more sessions with the same instructor.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f337_q4,All goods,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f338_q1,Everything is good,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f338_q2,Activities and Grace Periods,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f338_q3,I can’t think of anything least liked—it was excellent.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f338_q4,i was able to understand the discussions in this subject because the way of her teaching,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f339_q1,Nothing much this is the best,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f339_q2,Straight to the point.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f339_q3,"If I had to choose, maybe the lectures ended too quickly.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f339_q4,Always all ears for students and considerate at most time,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f340_q1,I think the course is already good as it is,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f340_q2,Her teaching is good,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f340_q3,Nothing—it was a positive learning environment all throughout.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f340_q4,Sir is one of the best profs I know in our department and is doing his job excellently,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f341_q1,"Since the course is already a positive experience, it would be nice to maintain it as is",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f341_q2,Lahat,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f341_q3,"I enjoyed everything, so I don’t really have a least liked part.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f341_q4,keep up the good work sir! thank you.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f342_q1,None the subject was perfect as it is.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f342_q2,Their professionalism and skills,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f342_q3,Nothing bothered me about the way the instructor taught.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f342_q4,The GOAT,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f343_q1,"Nothing, all is well.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f343_q2,Detailed,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f343_q3,"The teaching was solid, I have no negatives.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f343_q4,Extend the tour like more company,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f344_q1,Intructor is already good no need for improvements,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f344_q2,straight to the point,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f344_q3,I suppose the only thing is that I wished we had more activities.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f344_q4,"Overall, the experience while in the class was  worth it ","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f345_q1,none because our teacher teaches very well,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f345_q2,He is so responsible,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f345_q3,Everything worked for me—nothing stands out as least liked.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f345_q4,"The course itself is a great experience for students, and the instructor does his best to provide knowledge to students.","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f346_q1,"none, [PROFESSOR] is very well in this sub",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f346_q2,attitude,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f346_q3,There isn’t anything I could complain about.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f346_q4,None all good,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f347_q1,Wala. perfect,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f347_q2,Deep and wide range of topics,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f347_q3,Nothing—it was all clear and enjoyable.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f347_q4,nope overall is 10/10,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f348_q1,none everything is great and fine,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f348_q2,Teaching style,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f348_q3,Maybe the only thing is that I always wanted more examples.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f348_q4,No comment goated prof,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f349_q1,None since its already okay,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f349_q3,Nothing in particular—I liked the teaching style.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f349_q4,The class still held value at the of the day and still taught me the fundamentals of web development.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f350_q1,Nothing so far everything was handled perfectly,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f350_q2,Clear,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f350_q3,The only “problem” is that the class ended too soon.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f350_q4,It was a good enough class with a lot of learning moments.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f351_q1,"None, the teaching method is quite effective.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f351_q2,Very Good Teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f351_q3,Everything was great; nothing negative comes to mind.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f351_q4,best teacher,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f352_q1,Nothing. All perfect,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f352_q2,Very Clear and Loud,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f352_q3,I can’t find a least liked part—it was all handled well.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f352_q4,good teacher!,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f353_q1,"i don't have any recommendation to improve this course, because i have a good experience in this course.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f353_q2,Nice,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f353_q3,Perhaps the only thing is that I wanted more time to learn.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f353_q4,good,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f354_q1,"None, because [PROFESSORS] teaching is already great.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f354_q2,Very nice 👍,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f354_q3,Nothing to dislike—it was effective throughout.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f354_q4,The instructor made me realize the importance of being careful and managing our behavior.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f355_q1,Nothing since the course was able to teach the important topics well.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f355_q2,Clear,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f355_q3,I really can’t point out a least liked aspect.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f355_q4,One of the best,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f356_q1,"Nothing much. As it is already good as it is and every lesson can be easily learned, provided you do your part.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f356_q2,His teaching style.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f356_q3,Everything was taught so well that I can’t complain.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f356_q4,One of the best,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f357_q1,None because its very easy to Learn,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f357_q2,His teaching style also,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f357_q3,"If anything, I just wished we had more class meetings.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f357_q4,"but overall, they were always there to support and guide us in devwloping our system projects.","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f358_q1,None. Everything seems to be fine,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f358_q2,His teaching also,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f358_q3,"Nothing at all, the teaching style suited me perfectly.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f358_q4,"Nothing much, he is doing his part very well throughout the whole semester","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f359_q1,Its good,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f359_q2,He's way of teaching students,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f359_q3,I don’t think there’s anything least liked.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f359_q4,"just keep it the way it is, or keep further improvements","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f360_q1,[PROFESSOR] instructions in every activities were so far easy to follow and very beginners-friendly to most of us freshmen.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f360_q2,Her teaching skills,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f360_q3,Everything felt right; I have no criticisms.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f360_q4,"He meets the teaching material requirements by providing individual quizzes and activities, whether through hands-on coding or written handouts during...","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f361_q1,"they we're approachable, supportive, and respective throughout the entire thesis process. ",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f361_q2,Hmmm his teaching also,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f361_q3,Nothing—it was a smooth and enjoyable class.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f361_q4,The course was a valuable experience that helped me understand the subject better.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f362_q1,its good no changes needed,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f362_q2,Some of the lesson he teach,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f362_q3,"Maybe I just wanted more advanced topics, but that’s not a bad thing.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f362_q4,the course gives us more valuable insights about ethics in comouting studies,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f363_q1,no changes needed,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f363_q2,Teaching the syllabus properly,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f363_q3,There was no part I disliked about the instructor’s teaching.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f363_q4,but overall they are always there to give full support as they can for us to nake our system works well,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f364_q1,"None, it really depends on the one teaching that makes a course enjoyable while learning",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f364_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f364_q3,"Everything was helpful, nothing negative to say.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f364_q4,I understood the lessons well and improved my logic because of him and sir [PROFESSOR].,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f365_q1,"honestly, nothing really comes to mind. the course was pretty solid overall.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f365_q2,She teached us with a detailed information about the subject and topics.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f365_q3,"Honestly, I wouldn’t change anything.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f365_q4,One of the best,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f366_q1,nothing to say it is okay as it is,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f366_q2,"
The way she teaches us. Her approach. ",What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f366_q3,Nothing—it was a great experience overall.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f366_q4,"he's good, lucky to his student","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f367_q1,No need to improve.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f367_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f367_q3,Perhaps the only “downside” is that I wanted more homework to practice.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f367_q4,none. all goods!! (⁠ ⁠╹⁠▽⁠╹⁠ ⁠),"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f368_q1,It's all good.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f368_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f368_q3,There wasn’t really a least liked part.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f368_q4,he's great,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f369_q1,All goods,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f369_q2,Explains thoroughly,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f369_q3,"I liked everything, so nothing to complain about.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f369_q4,he greate,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f370_q1,It's all good.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f370_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f370_q3,"If I had to say something, maybe the classes were too short.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f370_q4,he greate at teaching,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f371_q1,No changes needed,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f371_q2,Explains thoroughly,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f371_q3,Nothing negative—the teaching was excellent.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f371_q4,good,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f372_q1,no changes,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f372_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f372_q3,I can’t think of anything least liked.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f372_q4,One of the best,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f373_q1,none. Everything is perfect the way it is.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f373_q2,To explain beyond understanding about SE,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f373_q3,"The pace was good, I have no complaints.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f373_q4,Very good teacher,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f374_q1,"So far, none. We have been given a proper flow and a constructive process to have a capstone project that would help us/the university.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f374_q2,The way he let us learn from our mistakes,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f374_q3,Nothing—it was a very effective class.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f374_q4,she great,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f375_q1,none for me I'm comfortable with this environment of learning,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f375_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f375_q3,I honestly didn’t dislike any aspect.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f375_q4,"Very good teacher, teaches so well","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f376_q1,None its good for me,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f376_q2,Our instructor was very practical in terms of teaching. He lets us to learn on our own. I love how he,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f376_q3,"Maybe I just wanted more examples, but it was already good.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f376_q4,None we love sir [PROFESSOR],"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f377_q1,"None, since for me he is a good teacher ",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f377_q2,Everything,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f377_q3,There wasn’t a least liked part for me.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f377_q4,I hope they continue to motivate and encourage students.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f378_q1,I have no recommended changes for this course because it exceeds my expectation on what I'll learn within the course,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f378_q2,His approach,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f378_q3,Everything was fine—I have no negatives.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f378_q4,Keep up the good work,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f379_q1,None It this course for me gives already,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f379_q2,Teaching effectively to students and discusses about the fundamentals of discrete structure in computing,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f379_q3,Nothing really stood out as a weak point.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f379_q4,Keep up the good work!,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f380_q1,Not much. This course has provided me with good leads on how to do/conceptualize a proper capstone project.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f380_q2,Easy to understand,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f380_q3,The only “problem” was that the instructor made things too clear.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f380_q4,fast teaching but clear and concise,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f381_q1,This course is interesting. There is nothing much to change here.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f381_q2,She discusses the real fundamentals of computing making us ready for the other broad computing discussion,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f381_q3,Nothing at all—I was happy with the teaching.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f381_q4,very clear and concise in teaching,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f382_q1,Just keep the usual thing and dont change it because it help the students a lot,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f382_q2,His clarity and interest in teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f382_q3,I don’t think there’s a least liked aspect to mention.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f382_q4,ideal prof,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f383_q1,Nothing to improve the class particularly the instructors teaching methods was sufficient and comprehensive,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f383_q2,explaining further,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f383_q3,"Everything was great, no complaints here.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f383_q4,this class was good,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f384_q1,Already good,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f384_q2,Overall really like his explanations and activities,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f384_q3,Perhaps I wished the class lasted longer.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f384_q4,I do not have any constructive comment.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f385_q1,"Nothing, the outline is good",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f385_q2,Their way of teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f385_q3,Nothing to dislike—the lessons were engaging.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f385_q4,Good...,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f386_q1,Already good,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f386_q2,Their way of teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f386_q3,No negatives—the instructor explained well.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f386_q4,Good Good...,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f387_q1,"The course was absorbed by the students pretty good, it met the standard of the course.",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f387_q2,His live examples,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f387_q3,"Honestly, I liked everything.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f387_q4,I love the teaching style. I suggest to keep it up and more students will learn a lot from it.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f388_q1,Nothing to improve cause it's already perfect.,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f388_q2,Everything was good,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f388_q3,"The teaching was good overall, nothing to point out.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f388_q4,everything is taught well. maybe adding some real world examples would help a lot.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f389_q1,"Nothing, it's already okay",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f389_q2,Give a lot of activities or examples,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f389_q3,Nothing—it was already excellent.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f389_q4,A bit more detailed explanation of the topics would help a lot.,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f390_q1,"No changes, it's fine as it is",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f390_q2,Their way of teaching,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f390_q3,I didn’t find anything to dislike.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f390_q4,the videos help a lot but more live demos in class would make learning a lot better,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f391_q1,"NOTHING, THE COURSE IS GOOD ",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f391_q2,good in explaining and not intimidating,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f391_q3,"Everything was smooth, I can’t complain.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f391_q4,"Overall, my experience is well. I know I've learned through his teaching much more.","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f392_q1,Stay the same,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f392_q2,using screen projector to do the lectures more effectively,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f392_q3,"I liked everything, so I don’t have a least liked part.",What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f392_q4,"The standard for teaching is already met, I have no further comments","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f393_q1,It is good as it gets,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f393_q2,He is good at demonstrating how to do a specific activity like when we had our crimping activity.,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f393_q3,Maybe the only downside is that I wanted more practice work.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f393_q4,The class was amazing,"Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f394_q1,Exams are fun or easier,What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f394_q2,Using coursera for better student understanding,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f394_q3,Nothing—it was well done.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
f394_q4,"It was my first time being in one of your class, u did well :3","Any further, constructive comment:",Q4,satisfaction,satisfaction,satisfaction
f395_q1,"None, [PROFESSOR] delivered the course with mastery",What changes would you recommend to improve this course?,Q1,satisfaction,satisfaction,satisfaction
f395_q2,Gives Coursera course,What did you like best about your instructor's teaching?,Q2,satisfaction,satisfaction,satisfaction
f395_q3,There was nothing that felt negative.,What did you like least about your instructor's teaching?,Q3,satisfaction,satisfaction,satisfaction
