feedback_id,feedback,question,label,label_id,annotator_1,annotator_2,annotator_3
f317_q2,the demonstration,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f317_q3,"if i had to choose, maybe i just wanted more practice time.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f317_q4,thanks for giving me the best and easiest time during this lec.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f318_q1,nothing its good as of now,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f318_q2,"the way of his style of teaching, make students feel comfortable with the subject",what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f318_q3,there isn’t anything i’d point out as least liked.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f318_q4,im satisfied,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f319_q1,none it is perfect,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f319_q2,she teaches topics very briefly,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f319_q3,everything was explained well—i can’t say anything bad.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f319_q4,napakagaling ni [professor]!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f320_q1,no i think the current one is already best to improve this course,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f320_q2,he gives enough information about the topics,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f320_q3,perhaps the pace was too smooth; i never felt challenged in a negative way.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f320_q4,the instructor is ability to breakdown difficult topics into simple examples was invaluable.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f321_q1,nothing much to improve since it provides students necessary knowledge about the course.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f321_q2,he makes the lessons very clear,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f321_q3,i didn’t find any part of the teaching style unhelpful.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f321_q4,"keep up the good teaching practice, sir.","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f322_q1,nothing at all keep up the good work,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f322_q2,"giving students the ability to learn new things, especially the group presentation and their own programming assigned language.",what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f322_q3,the only downside was how quickly time passed during class.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f322_q4,all good! i enjoyed learning with sir [professor]!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f323_q1,nothing i am satisfied,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f323_q2,making a case analysis,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f323_q3,i can’t complain—the instructor’s methods worked perfectly.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f323_q4,all good!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f324_q1,"none, the teaching methods are great and very clear. pogi mo sir",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f324_q2,the way of teaching,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f324_q3,nothing at all—it was all very effective.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f324_q4,all good!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f325_q1,"none, the teaching method is exquisite and very formal and accommodating to the students learning abilities",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f325_q2,gives their ppt after classes,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f325_q3,maybe the only challenge was that i wanted more in-depth discussions.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f325_q4,all good!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f326_q1,"nothing, overall great teaching",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f326_q2,good teacher,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f326_q3,"honestly, i don’t think there’s a least liked part.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f326_q4,all good!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f327_q1,nothing it is great,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f327_q2,her way of teaching,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f327_q3,"everything was consistent, so i don’t have a negative point.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f327_q4,all good!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f328_q1,none it is good the way it is,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f328_q2,delivery of lessons,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f328_q3,"if i had to mention something, maybe i wished for even more interaction.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f328_q4,overall [professor] is a great instructor,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f329_q1,none it was good,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f329_q2,professional on teaching and give best explanation,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f329_q3,there wasn’t really anything i disliked.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f329_q4,good job,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f330_q1,none it was a good class,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f330_q2,the teaching style,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f330_q3,the lessons were so smooth that i can’t think of a flaw.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f330_q4,sir you did a great job to deliver the hardest subject that i encounter in my whole life of being a student.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f331_q1,none this perfect,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f331_q2,giving meaningful and informative handouts,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f331_q3,nothing really—everything was easy to follow.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f331_q4,overall sir [professor] is a great instructor,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f332_q1,everything good and great,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f332_q2,the mastery he displays in his craft,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f332_q3,the only thing is that sometimes i wished the topics went deeper.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f332_q4,"he is always attentive and supportive, making sure students understand the lessons thoroughly. his dedication to teaching and consistency in attending...","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f333_q1,there is nothing i would recommend to improve regarding this course. the professor delivered the material with clarity and effectiveness and i gained ...,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f333_q2,giving the materials itself.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f333_q3,no complaints—the teaching was thorough.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f333_q4,nice,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f334_q1,none. all is perfect.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f334_q2,about the codings,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f334_q3,"honestly, there was nothing i disliked at all.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f334_q4,keep it up,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f335_q1,nothing much (all is well),what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f335_q2,given examples,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f335_q3,maybe the only issue is that i wanted more challenges.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f335_q4,all goods,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f336_q1,"nothing, really. sir ceed is already doing great! (goated master)",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f336_q2,the classes were on time and some were dismissed like 30 minutes early.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f336_q3,there isn’t anything bad to say about the teaching.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f336_q4,all goods,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f337_q1,"nothing, because she teaches very well",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f337_q2,additional information and lab activities.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f337_q3,the only thing was i wanted more sessions with the same instructor.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f337_q4,all goods,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f338_q1,everything is good,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f338_q2,activities and grace periods,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f338_q3,i can’t think of anything least liked—it was excellent.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f338_q4,i was able to understand the discussions in this subject because the way of her teaching,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f339_q1,nothing much this is the best,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f339_q2,straight to the point.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f339_q3,"if i had to choose, maybe the lectures ended too quickly.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f339_q4,always all ears for students and considerate at most time,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f340_q1,i think the course is already good as it is,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f340_q2,her teaching is good,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f340_q3,nothing—it was a positive learning environment all throughout.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f340_q4,sir is one of the best profs i know in our department and is doing his job excellently,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f341_q1,"since the course is already a positive experience, it would be nice to maintain it as is",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f341_q2,lahat,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f341_q3,"i enjoyed everything, so i don’t really have a least liked part.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f341_q4,keep up the good work sir! thank you.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f342_q1,none the subject was perfect as it is.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f342_q2,their professionalism and skills,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f342_q3,nothing bothered me about the way the instructor taught.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f342_q4,the goat,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f343_q1,"nothing, all is well.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f343_q2,detailed,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f343_q3,"the teaching was solid, i have no negatives.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f343_q4,extend the tour like more company,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f344_q1,intructor is already good no need for improvements,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f344_q2,straight to the point,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f344_q3,i suppose the only thing is that i wished we had more activities.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f344_q4,"overall, the experience while in the class was worth it","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f345_q1,none because our teacher teaches very well,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f345_q2,he is so responsible,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f345_q3,everything worked for me—nothing stands out as least liked.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f345_q4,"the course itself is a great experience for students, and the instructor does his best to provide knowledge to students.","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f346_q1,"none, [professor] is very well in this sub",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f346_q2,attitude,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f346_q3,there isn’t anything i could complain about.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f346_q4,none all good,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f347_q1,wala. perfect,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f347_q2,deep and wide range of topics,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f347_q3,nothing—it was all clear and enjoyable.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f347_q4,nope overall is 10/10,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f348_q1,none everything is great and fine,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f348_q2,teaching style,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f348_q3,maybe the only thing is that i always wanted more examples.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f348_q4,no comment goated prof,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f349_q1,none since its already okay,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f349_q3,nothing in particular—i liked the teaching style.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f349_q4,the class still held value at the of the day and still taught me the fundamentals of web development.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f350_q1,nothing so far everything was handled perfectly,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f350_q2,clear,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f350_q3,the only “problem” is that the class ended too soon.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f350_q4,it was a good enough class with a lot of learning moments.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f351_q1,"none, the teaching method is quite effective.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f351_q2,very good teaching,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f351_q3,everything was great; nothing negative comes to mind.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f351_q4,best teacher,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f352_q1,nothing. all perfect,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f352_q2,very clear and loud,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f352_q3,i can’t find a least liked part—it was all handled well.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f352_q4,good teacher!,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f353_q1,"i do not have any recommendation to improve this course, because i have a good experience in this course.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f353_q2,nice,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f353_q3,perhaps the only thing is that i wanted more time to learn.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f353_q4,good,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f354_q1,"none, because [professors] teaching is already great.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f354_q2,very nice 👍,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f354_q3,nothing to dislike—it was effective throughout.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f354_q4,the instructor made me realize the importance of being careful and managing our behavior.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f355_q1,nothing since the course was able to teach the important topics well.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f355_q2,clear,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f355_q3,i really can’t point out a least liked aspect.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f355_q4,one of the best,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f356_q1,"nothing much. as it is already good as it is and every lesson can be easily learned, provided you do your part.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f356_q2,his teaching style.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f356_q3,everything was taught so well that i can’t complain.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f356_q4,one of the best,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f357_q1,none because its very easy to learn,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f357_q2,his teaching style also,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f357_q3,"if anything, i just wished we had more class meetings.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f357_q4,"but overall, they were always there to support and guide us in devwloping our system projects.","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f358_q1,none. everything seems to be fine,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f358_q2,his teaching also,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f358_q3,"nothing at all, the teaching style suited me perfectly.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f358_q4,"nothing much, he is doing his part very well throughout the whole semester","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f359_q1,its good,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f359_q2,he is way of teaching students,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f359_q3,i don’t think there’s anything least liked.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f359_q4,"just keep it the way it is, or keep further improvements","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f360_q1,[professor] instructions in every activities were so far easy to follow and very beginners-friendly to most of us freshmen.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f360_q2,her teaching skills,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f360_q3,everything felt right; i have no criticisms.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f360_q4,"he meets the teaching material requirements by providing individual quizzes and activities, whether through hands-on coding or written handouts during...","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f361_q1,"they we are approachable, supportive, and respective throughout the entire thesis process.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f361_q2,hmmm his teaching also,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f361_q3,nothing—it was a smooth and enjoyable class.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f361_q4,the course was a valuable experience that helped me understand the subject better.,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f362_q1,its good no changes needed,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f362_q2,some of the lesson he teach,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f362_q3,"maybe i just wanted more advanced topics, but that’s not a bad thing.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f362_q4,the course gives us more valuable insights about ethics in comouting studies,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f363_q1,no changes needed,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f363_q2,teaching the syllabus properly,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f363_q3,there was no part i disliked about the instructor’s teaching.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f363_q4,but overall they are always there to give full support as they can for us to nake our system works well,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f364_q1,"none, it really depends on the one teaching that makes a course enjoyable while learning",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f364_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f364_q3,"everything was helpful, nothing negative to say.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f364_q4,i understood the lessons well and improved my logic because of him and sir [professor].,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f365_q1,"honestly, nothing really comes to mind. the course was pretty solid overall.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f365_q2,she teached us with a detailed information about the subject and topics.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f365_q3,"honestly, i wouldn’t change anything.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f365_q4,one of the best,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f366_q1,nothing to say it is okay as it is,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f366_q2,the way she teaches us. her approach.,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f366_q3,nothing—it was a great experience overall.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f366_q4,"he is good, lucky to his student","any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f367_q1,no need to improve.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f367_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f367_q3,perhaps the only “downside” is that i wanted more homework to practice.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f367_q4,none. all goods!! (⁠ ⁠╹⁠▽⁠╹⁠ ⁠),"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f368_q1,it is all good.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f368_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f368_q3,there wasn’t really a least liked part.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f368_q4,he is great,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f369_q1,all goods,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f369_q2,explains thoroughly,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f369_q3,"i liked everything, so nothing to complain about.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f369_q4,he greate,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f370_q1,it is all good.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f370_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f370_q3,"if i had to say something, maybe the classes were too short.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f370_q4,he greate at teaching,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f371_q1,no changes needed,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f371_q2,explains thoroughly,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f371_q3,nothing negative—the teaching was excellent.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f371_q4,good,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f372_q1,no changes,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f372_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f372_q3,i can’t think of anything least liked.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f372_q4,one of the best,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f373_q1,none. everything is perfect the way it is.,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f373_q2,to explain beyond understanding about se,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f373_q3,"the pace was good, i have no complaints.",what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f373_q4,very good teacher,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f374_q1,"so far, none. we have been given a proper flow and a constructive process to have a capstone project that would help us/the university.",what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f374_q2,the way he let us learn from our mistakes,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f374_q3,nothing—it was a very effective class.,what did you like least about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
f374_q4,she great,"any further, constructive comment:",satisfaction,1,satisfaction,satisfaction,satisfaction
f375_q1,none for me i am comfortable with this environment of learning,what changes would you recommend to improve this course?,satisfaction,1,satisfaction,satisfaction,satisfaction
f375_q2,everything,what did you like best about your instructor is teaching?,satisfaction,1,satisfaction,satisfaction,satisfaction
